"","package","ctv","core"
"724","gamlss","Econometrics",FALSE
"725","geepack","Econometrics",FALSE
"726","gets","Econometrics",FALSE
"727","glmx","Econometrics",FALSE
"728","gmm","Econometrics",FALSE
"729","gmnl","Econometrics",FALSE
"730","gravity","Econometrics",FALSE
"731","gvc","Econometrics",FALSE
"732","Hmisc","Econometrics",FALSE
"733","ineq","Econometrics",FALSE
"734","ivfixed","Econometrics",FALSE
"735","ivpack","Econometrics",FALSE
"736","ivpanel","Econometrics",FALSE
"737","ivprobit","Econometrics",FALSE
"738","LARF","Econometrics",FALSE
"739","lavaan","Econometrics",FALSE
"740","lfe","Econometrics",FALSE
"741","LinRegInteractive","Econometrics",FALSE
"742","lme4","Econometrics",FALSE
"743","lmtest","Econometrics",TRUE
"744","margins","Econometrics",FALSE
"745","MASS","Econometrics",FALSE
"746","matchingMarkets","Econometrics",FALSE
"747","Matrix","Econometrics",FALSE
"748","Mcomp","Econometrics",FALSE
"749","meboot","Econometrics",FALSE
"750","mgcv","Econometrics",FALSE
"751","micEcon","Econometrics",FALSE
"752","micEconAids","Econometrics",FALSE
"753","micEconCES","Econometrics",FALSE
"754","micEconSNQP","Econometrics",FALSE
"755","midasr","Econometrics",FALSE
"756","mlogit","Econometrics",FALSE
"757","MNP","Econometrics",FALSE
"758","multiwayvcov","Econometrics",FALSE
"759","mvProbit","Econometrics",FALSE
"760","nlme","Econometrics",FALSE
"761","nnet","Econometrics",FALSE
"762","nonnest2","Econometrics",FALSE
"763","np","Econometrics",FALSE
"764","nse","Econometrics",FALSE
"765","ordinal","Econometrics",FALSE
"766","OrthoPanels","Econometrics",FALSE
"767","pampe","Econometrics",FALSE
"768","panelAR","Econometrics",FALSE
"769","Paneldata","Econometrics",FALSE
"770","panelr","Econometrics",FALSE
"771","panelvar","Econometrics",FALSE
"772","PANICr","Econometrics",FALSE
"773","pco","Econometrics",FALSE
"774","pcse","Econometrics",FALSE
"775","pder","Econometrics",FALSE
"776","pdR","Econometrics",FALSE
"777","pglm","Econometrics",FALSE
"778","phtt","Econometrics",FALSE
"779","plm","Econometrics",TRUE
"780","pscl","Econometrics",FALSE
"781","psidR","Econometrics",FALSE
"782","PSTR","Econometrics",FALSE
"783","pwt","Econometrics",FALSE
"784","pwt8","Econometrics",FALSE
"785","pwt9","Econometrics",FALSE
"786","quantreg","Econometrics",FALSE
"787","Rchoice","Econometrics",FALSE
"788","rdd","Econometrics",FALSE
"789","rddapp","Econometrics",FALSE
"790","rddtools","Econometrics",FALSE
"791","rdlocrand","Econometrics",FALSE
"792","rdmulti","Econometrics",FALSE
"793","rdpower","Econometrics",FALSE
"794","rdrobust","Econometrics",FALSE
"795","reldist","Econometrics",FALSE
"796","REndo","Econometrics",FALSE
"797","rms","Econometrics",FALSE
"798","RSGHB","Econometrics",FALSE
"799","rUnemploymentData","Econometrics",FALSE
"800","sampleSelection","Econometrics",FALSE
"801","sandwich","Econometrics",TRUE
"802","segmented","Econometrics",FALSE
"803","sem","Econometrics",FALSE
"804","SemiParSampleSel","Econometrics",FALSE
"805","semsfa","Econometrics",FALSE
"806","sfa","Econometrics",FALSE
"807","simpleboot","Econometrics",FALSE
"808","SparseM","Econometrics",FALSE
"809","spatialprobit","Econometrics",FALSE
"810","spatialreg","Econometrics",FALSE
"811","spfrontier","Econometrics",FALSE
"812","sphet","Econometrics",FALSE
"813","splm","Econometrics",FALSE
"814","ssfa","Econometrics",FALSE
"815","strucchange","Econometrics",FALSE
"816","survival","Econometrics",FALSE
"817","systemfit","Econometrics",FALSE
"818","truncreg","Econometrics",FALSE
"819","tsDyn","Econometrics",FALSE
"820","tseries","Econometrics",TRUE
"821","tsfa","Econometrics",FALSE
"822","urca","Econometrics",TRUE
"823","vars","Econometrics",FALSE
"824","VGAM","Econometrics",FALSE
"825","wahc","Econometrics",FALSE
"826","wbstats","Econometrics",FALSE
"827","wooldridge","Econometrics",FALSE
"828","xts","Econometrics",FALSE
"829","Zelig","Econometrics",FALSE
"830","zoo","Econometrics",TRUE
"831","zTree","Econometrics",FALSE
"832","ade4","Environmetrics",TRUE
"833","amap","Environmetrics",FALSE
"834","analogue","Environmetrics",FALSE
"835","aod","Environmetrics",FALSE
"836","ape","Environmetrics",FALSE
"837","aqp","Environmetrics",FALSE
"838","BiodiversityR","Environmetrics",FALSE
"839","boussinesq","Environmetrics",FALSE
"840","bReeze","Environmetrics",FALSE
"841","CircStats","Environmetrics",FALSE
"842","circular","Environmetrics",FALSE
"843","cluster","Environmetrics",TRUE
"844","cocorresp","Environmetrics",FALSE
"845","Distance","Environmetrics",FALSE
"846","diveMove","Environmetrics",FALSE
"847","dse","Environmetrics",FALSE
"848","DSpat","Environmetrics",FALSE
"849","dyn","Environmetrics",FALSE
"850","dynatopmodel","Environmetrics",FALSE
"851","dynlm","Environmetrics",FALSE
"852","e1071","Environmetrics",FALSE
"853","earth","Environmetrics",FALSE
"854","eco","Environmetrics",FALSE
"855","ecodist","Environmetrics",FALSE
"856","EcoHydRology","Environmetrics",FALSE
"857","EnvStats","Environmetrics",FALSE
"858","equivalence","Environmetrics",FALSE
"859","evd","Environmetrics",FALSE
"860","evdbayes","Environmetrics",FALSE
"861","evir","Environmetrics",FALSE
"862","extRemes","Environmetrics",FALSE
"863","fast","Environmetrics",FALSE
"864","FD","Environmetrics",FALSE
"865","flexmix","Environmetrics",FALSE
"866","forecast","Environmetrics",FALSE
"867","fso","Environmetrics",FALSE
"868","gam","Environmetrics",FALSE
"869","gamair","Environmetrics",FALSE
"870","hydroGOF","Environmetrics",FALSE
"871","HydroMe","Environmetrics",FALSE
"872","hydroPSO","Environmetrics",FALSE
"873","hydroTSM","Environmetrics",FALSE
"874","Interpol.T","Environmetrics",FALSE
"875","ipred","Environmetrics",FALSE
"876","ismev","Environmetrics",FALSE
"877","labdsv","Environmetrics",TRUE
"878","latticeDensity","Environmetrics",FALSE
"879","lme4","Environmetrics",FALSE
"880","maptree","Environmetrics",FALSE
"881","marked","Environmetrics",FALSE
"882","MASS","Environmetrics",TRUE
"883","mclust","Environmetrics",FALSE
"884","mda","Environmetrics",FALSE
"885","mefa","Environmetrics",FALSE
"886","metacom","Environmetrics",FALSE
"887","mgcv","Environmetrics",TRUE
"888","mrds","Environmetrics",FALSE
"889","nlme","Environmetrics",FALSE
"890","nsRFA","Environmetrics",FALSE
"891","oce","Environmetrics",FALSE
"892","openair","Environmetrics",FALSE
"893","ouch","Environmetrics",FALSE
"894","party","Environmetrics",FALSE
"895","pastecs","Environmetrics",FALSE
"896","pgirmess","Environmetrics",FALSE
"897","popbio","Environmetrics",FALSE
"898","prabclus","Environmetrics",FALSE
"899","primer","Environmetrics",FALSE
"900","pscl","Environmetrics",FALSE
"901","pvclust","Environmetrics",FALSE
"902","qualV","Environmetrics",FALSE
"903","quantreg","Environmetrics",FALSE
"904","quantregGrowth","Environmetrics",FALSE
"905","randomForest","Environmetrics",FALSE
"906","Rcapture","Environmetrics",FALSE
"907","RMark","Environmetrics",FALSE
"908","RMAWGEN","Environmetrics",FALSE
"909","rpart","Environmetrics",FALSE
"910","rtop","Environmetrics",FALSE
"911","seacarb","Environmetrics",FALSE
"912","seas","Environmetrics",FALSE
"913","secr","Environmetrics",FALSE
"914","segmented","Environmetrics",FALSE
"915","sensitivity","Environmetrics",FALSE
"916","simba","Environmetrics",FALSE
"917","simecol","Environmetrics",FALSE
"918","siplab","Environmetrics",FALSE
"919","soiltexture","Environmetrics",FALSE
"920","SPACECAP","Environmetrics",FALSE
"921","SpatialExtremes","Environmetrics",FALSE
"922","StreamMetabolism","Environmetrics",FALSE
"923","strucchange","Environmetrics",FALSE
"924","surveillance","Environmetrics",FALSE
"925","tiger","Environmetrics",FALSE
"926","topmodel","Environmetrics",FALSE
"927","tseries","Environmetrics",FALSE
"928","unmarked","Environmetrics",FALSE
"929","untb","Environmetrics",FALSE
"930","vegan","Environmetrics",TRUE
"931","vegetarian","Environmetrics",FALSE
"932","VGAM","Environmetrics",FALSE
"933","wasim","Environmetrics",FALSE
"934","zoo","Environmetrics",FALSE
"935","acebayes","ExperimentalDesign",FALSE
"936","agricolae","ExperimentalDesign",TRUE
"937","agridat","ExperimentalDesign",FALSE
"938","AlgDesign","ExperimentalDesign",TRUE
"939","ALTopt","ExperimentalDesign",FALSE
"940","asd","ExperimentalDesign",FALSE
"941","BatchExperiments","ExperimentalDesign",FALSE
"942","BayesMAMS","ExperimentalDesign",FALSE
"943","bcrm","ExperimentalDesign",FALSE
"944","BHH2","ExperimentalDesign",FALSE
"945","binseqtest","ExperimentalDesign",FALSE
"946","bioOED","ExperimentalDesign",FALSE
"947","blocksdesign","ExperimentalDesign",FALSE
"948","blockTools","ExperimentalDesign",FALSE
"949","BOIN","ExperimentalDesign",FALSE
"950","BsMD","ExperimentalDesign",FALSE
"951","choiceDes","ExperimentalDesign",FALSE
"952","CombinS","ExperimentalDesign",FALSE
"953","conf.design","ExperimentalDesign",TRUE
"954","crmPack","ExperimentalDesign",FALSE
"955","crossdes","ExperimentalDesign",TRUE
"956","Crossover","ExperimentalDesign",FALSE
"957","dae","ExperimentalDesign",FALSE
"958","daewr","ExperimentalDesign",FALSE
"959","designGG","ExperimentalDesign",FALSE
"960","designGLMM","ExperimentalDesign",FALSE
"961","designmatch","ExperimentalDesign",FALSE
"962","desirability","ExperimentalDesign",FALSE
"963","desplot","ExperimentalDesign",FALSE
"964","dfcomb","ExperimentalDesign",FALSE
"965","dfcrm","ExperimentalDesign",FALSE
"966","dfmta","ExperimentalDesign",FALSE
"967","dfpk","ExperimentalDesign",FALSE
"968","DiceDesign","ExperimentalDesign",FALSE
"969","DiceEval","ExperimentalDesign",FALSE
"970","DiceKriging","ExperimentalDesign",FALSE
"971","DiceView","ExperimentalDesign",FALSE
"972","docopulae","ExperimentalDesign",FALSE
"973","DoE.base","ExperimentalDesign",TRUE
"974","DoE.MIParray","ExperimentalDesign",FALSE
"975","DoE.wrapper","ExperimentalDesign",TRUE
"976","DoseFinding","ExperimentalDesign",FALSE
"977","dynaTree","ExperimentalDesign",FALSE
"978","easypower","ExperimentalDesign",FALSE
"979","edesign","ExperimentalDesign",FALSE
"980","EngrExpt","ExperimentalDesign",FALSE
"981","experiment","ExperimentalDesign",FALSE
"982","ez","ExperimentalDesign",FALSE
"983","FMC","ExperimentalDesign",FALSE
"984","FrF2","ExperimentalDesign",TRUE
"985","FrF2.catlg128","ExperimentalDesign",FALSE
"986","GAD","ExperimentalDesign",FALSE
"987","geospt","ExperimentalDesign",FALSE
"988","granova","ExperimentalDesign",FALSE
"989","GroupSeq","ExperimentalDesign",FALSE
"990","gsbDesign","ExperimentalDesign",FALSE
"991","gsDesign","ExperimentalDesign",FALSE
"992","gset","ExperimentalDesign",FALSE
"993","hiPOD","ExperimentalDesign",FALSE
"994","ibd","ExperimentalDesign",FALSE
"995","ICAOD","ExperimentalDesign",FALSE
"996","idefix","ExperimentalDesign",FALSE
"997","JMdesign","ExperimentalDesign",FALSE
"998","LDOD","ExperimentalDesign",FALSE
"999","lhs","ExperimentalDesign",FALSE
"1000","MAMS","ExperimentalDesign",FALSE
"1001","MaxPro","ExperimentalDesign",FALSE
"1002","MBHdesign","ExperimentalDesign",FALSE
"1003","minimalRSD","ExperimentalDesign",FALSE
"1004","minimaxdesign","ExperimentalDesign",FALSE
"1005","mixexp","ExperimentalDesign",FALSE
"1006","mkssd","ExperimentalDesign",FALSE
"1007","mxkssd","ExperimentalDesign",FALSE
"1008","OBsMD","ExperimentalDesign",FALSE
"1009","odr","ExperimentalDesign",FALSE
"1010","OPDOE","ExperimentalDesign",FALSE
"1011","optbdmaeAT","ExperimentalDesign",FALSE
"1012","optDesignSlopeInt","ExperimentalDesign",FALSE
"1013","OptGS","ExperimentalDesign",FALSE
"1014","OptimalDesign","ExperimentalDesign",FALSE
"1015","OptimaRegion","ExperimentalDesign",FALSE
"1016","OptInterim","ExperimentalDesign",FALSE
"1017","optrcdmaeAT","ExperimentalDesign",FALSE
"1018","osDesign","ExperimentalDesign",FALSE
"1019","PBIBD","ExperimentalDesign",FALSE
"1020","PGM2","ExperimentalDesign",FALSE
"1021","ph2bayes","ExperimentalDesign",FALSE
"1022","ph2bye","ExperimentalDesign",FALSE
"1023","pid","ExperimentalDesign",FALSE
"1024","pipe.design","ExperimentalDesign",FALSE
"1025","plgp","ExperimentalDesign",FALSE
"1026","PopED","ExperimentalDesign",FALSE
"1027","powerAnalysis","ExperimentalDesign",FALSE
"1028","powerbydesign","ExperimentalDesign",FALSE
"1029","powerGWASinteraction","ExperimentalDesign",FALSE
"1030","PwrGSD","ExperimentalDesign",FALSE
"1031","qtlDesign","ExperimentalDesign",FALSE
"1032","qualityTools","ExperimentalDesign",FALSE
"1033","RcmdrPlugin.DoE","ExperimentalDesign",FALSE
"1034","rodd","ExperimentalDesign",FALSE
"1035","RPPairwiseDesign","ExperimentalDesign",FALSE
"1036","rsm","ExperimentalDesign",TRUE
"1037","rsurface","ExperimentalDesign",FALSE
"1038","SensoMineR","ExperimentalDesign",FALSE
"1039","seqDesign","ExperimentalDesign",FALSE
"1040","sFFLHD","ExperimentalDesign",FALSE
"1041","simrel","ExperimentalDesign",FALSE
"1042","skpr","ExperimentalDesign",TRUE
"1043","SLHD","ExperimentalDesign",FALSE
"1044","soptdmaeA","ExperimentalDesign",FALSE
"1045","sp23design","ExperimentalDesign",FALSE
"1046","ssize.fdr","ExperimentalDesign",FALSE
"1047","ssizeRNA","ExperimentalDesign",FALSE
"1048","support.CEs","ExperimentalDesign",FALSE
"1049","TEQR","ExperimentalDesign",FALSE
"1050","tgp","ExperimentalDesign",FALSE
"1051","ThreeArmedTrials","ExperimentalDesign",FALSE
"1052","toxtestD","ExperimentalDesign",FALSE
"1053","unrepx","ExperimentalDesign",FALSE
"1054","vdg","ExperimentalDesign",FALSE
"1055","Vdgraph","ExperimentalDesign",FALSE
"1056","VdgRsm","ExperimentalDesign",FALSE
"1057","VNM","ExperimentalDesign",FALSE
"1058","copula","ExtremeValue",FALSE
"1059","evd","ExtremeValue",TRUE
"1060","evdbayes","ExtremeValue",FALSE
"1061","evir","ExtremeValue",TRUE
"1062","evmix","ExtremeValue",FALSE
"1063","extremefit","ExtremeValue",FALSE
"1064","extRemes","ExtremeValue",FALSE
"1065","extremeStat","ExtremeValue",FALSE
"1066","fExtremes","ExtremeValue",FALSE
"1067","in2extRemes","ExtremeValue",FALSE
"1068","ismev","ExtremeValue",FALSE
"1069","lmom","ExtremeValue",FALSE
"1070","lmomco","ExtremeValue",FALSE
"1071","lmomRFA","ExtremeValue",FALSE
"1072","mev","ExtremeValue",FALSE
"1073","POT","ExtremeValue",FALSE
"1074","ptsuite","ExtremeValue",FALSE
"1075","QRM","ExtremeValue",FALSE
"1076","ReIns","ExtremeValue",FALSE
"1077","Renext","ExtremeValue",FALSE
"1078","revdbayes","ExtremeValue",FALSE
"1079","RTDE","ExtremeValue",FALSE
"1080","SpatialExtremes","ExtremeValue",FALSE
"1081","texmex","ExtremeValue",FALSE
"1082","threshr","ExtremeValue",FALSE
"1083","VGAM","ExtremeValue",FALSE
"1084","actuar","Finance",FALSE
"1085","AmericanCallOpt","Finance",FALSE
"1086","backtest","Finance",FALSE
"1087","bayesGARCH","Finance",FALSE
"1088","BCC1997","Finance",FALSE
"1089","BenfordTests","Finance",FALSE
"1090","betategarch","Finance",FALSE
"1091","bizdays","Finance",FALSE
"1092","BLModel","Finance",FALSE
"1093","BurStFin","Finance",FALSE
"1094","BurStMisc","Finance",FALSE
"1095","CADFtest","Finance",FALSE
"1096","car","Finance",FALSE
"1097","ChainLadder","Finance",FALSE
"1098","copula","Finance",FALSE
"1099","CreditMetrics","Finance",FALSE
"1100","credule","Finance",FALSE
"1101","crp.CSFP","Finance",FALSE
"1102","crseEventStudy","Finance",FALSE
"1103","cvar","Finance",FALSE
"1104","data.table","Finance",FALSE
"1105","derivmkts","Finance",FALSE
"1106","dlm","Finance",FALSE
"1107","Dowd","Finance",FALSE
"1108","DriftBurstHypothesis","Finance",FALSE
"1109","dse","Finance",FALSE
"1110","DtD","Finance",FALSE
"1111","dyn","Finance",FALSE
"1112","dynlm","Finance",FALSE
"1113","ESG","Finance",FALSE
"1114","estudy2","Finance",FALSE
"1115","factorstochvol","Finance",FALSE
"1116","fame","Finance",FALSE
"1117","fAssets","Finance",TRUE
"1118","FatTailsR","Finance",FALSE
"1119","fBasics","Finance",TRUE
"1120","fBonds","Finance",TRUE
"1121","fCopulae","Finance",TRUE
"1122","fExoticOptions","Finance",TRUE
"1123","fExtremes","Finance",TRUE
"1124","fgac","Finance",FALSE
"1125","fGarch","Finance",TRUE
"1126","fImport","Finance",TRUE
"1127","FinancialMath","Finance",FALSE
"1128","FinAsym","Finance",FALSE
"1129","finreportr","Finance",FALSE
"1130","fmdates","Finance",FALSE
"1131","fMultivar","Finance",TRUE
"1132","fNonlinear","Finance",TRUE
"1133","fOptions","Finance",TRUE
"1134","forecast","Finance",FALSE
"1135","fPortfolio","Finance",TRUE
"1136","fracdiff","Finance",FALSE
"1137","fractal","Finance",FALSE
"1138","FRAPO","Finance",FALSE
"1139","fRegression","Finance",TRUE
"1140","frmqa","Finance",FALSE
"1141","fTrading","Finance",TRUE
"1142","GCPM","Finance",FALSE
"1143","GetHFData","Finance",FALSE
"1144","gets","Finance",FALSE
"1145","GetTDData","Finance",FALSE
"1146","GEVStableGarch","Finance",FALSE
"1147","ghyp","Finance",FALSE
"1148","gmm","Finance",FALSE
"1149","gogarch","Finance",FALSE
"1150","GUIDE","Finance",FALSE
"1151","highfrequency","Finance",FALSE
"1152","IBrokers","Finance",FALSE
"1153","InfoTrad","Finance",FALSE
"1154","lgarch","Finance",FALSE
"1155","lifecontingencies","Finance",FALSE
"1156","lmtest","Finance",FALSE
"1157","longmemo","Finance",FALSE
"1158","LSMonteCarlo","Finance",FALSE
"1159","markovchain","Finance",FALSE
"1160","MarkowitzR","Finance",FALSE
"1161","matchingMarkets","Finance",FALSE
"1162","MSGARCH","Finance",FALSE
"1163","mvtnorm","Finance",FALSE
"1164","NetworkRiskMeasures","Finance",FALSE
"1165","nlme","Finance",FALSE
"1166","NMOF","Finance",FALSE
"1167","obAnalytics","Finance",FALSE
"1168","OptHedging","Finance",FALSE
"1169","OptionPricing","Finance",FALSE
"1170","pa","Finance",FALSE
"1171","parma","Finance",FALSE
"1172","pbo","Finance",FALSE
"1173","PeerPerformance","Finance",FALSE
"1174","PerformanceAnalytics","Finance",TRUE
"1175","pinbasic","Finance",FALSE
"1176","portfolio","Finance",FALSE
"1177","PortfolioEffectHFT","Finance",FALSE
"1178","PortfolioOptim","Finance",FALSE
"1179","portfolioSim","Finance",FALSE
"1180","PortRisk","Finance",FALSE
"1181","quantmod","Finance",FALSE
"1182","QuantTools","Finance",FALSE
"1183","ragtop","Finance",FALSE
"1184","Rbitcoin","Finance",FALSE
"1185","Rblpapi","Finance",FALSE
"1186","Rcmdr","Finance",FALSE
"1187","RcppQuantuccia","Finance",FALSE
"1188","reinsureR","Finance",FALSE
"1189","restimizeapi","Finance",FALSE
"1190","Risk","Finance",FALSE
"1191","riskParityPortfolio","Finance",FALSE
"1192","RiskPortfolios","Finance",FALSE
"1193","riskSimul","Finance",FALSE
"1194","RM2006","Finance",FALSE
"1195","rmgarch","Finance",FALSE
"1196","RND","Finance",FALSE
"1197","rpatrec","Finance",FALSE
"1198","RQuantLib","Finance",FALSE
"1199","rugarch","Finance",TRUE
"1200","rwt","Finance",FALSE
"1201","sandwich","Finance",FALSE
"1202","sde","Finance",FALSE
"1203","SharpeR","Finance",FALSE
"1204","sharpeRratio","Finance",FALSE
"1205","Sim.DiffProc","Finance",FALSE
"1206","SmithWilsonYieldCurve","Finance",FALSE
"1207","stochvol","Finance",FALSE
"1208","strucchange","Finance",FALSE
"1209","TAQMNGR","Finance",FALSE
"1210","tawny","Finance",FALSE
"1211","TFX","Finance",FALSE
"1212","tidyquant","Finance",FALSE
"1213","timeDate","Finance",TRUE
"1214","timeSeries","Finance",TRUE
"1215","timsac","Finance",FALSE
"1216","tis","Finance",FALSE
"1217","TSdbi","Finance",FALSE
"1218","tsDyn","Finance",FALSE
"1219","tseries","Finance",TRUE
"1220","tseriesChaos","Finance",FALSE
"1221","tsfa","Finance",FALSE
"1222","TTR","Finance",FALSE
"1223","tvm","Finance",FALSE
"1224","urca","Finance",TRUE
"1225","vars","Finance",FALSE
"1226","VarSwapPrice","Finance",FALSE
"1227","vrtest","Finance",FALSE
"1228","wavelets","Finance",FALSE
"1229","waveslim","Finance",FALSE
"1230","wavethresh","Finance",FALSE
"1231","XBRL","Finance",FALSE
"1232","xts","Finance",TRUE
"1233","ycinterextra","Finance",FALSE
"1234","YieldCurve","Finance",FALSE
"1235","Zelig","Finance",FALSE
"1236","zoo","Finance",TRUE
"1237","classiFunc","FunctionalData",FALSE
"1238","covsep","FunctionalData",FALSE
"1239","dbstats","FunctionalData",FALSE
"1240","ddalpha","FunctionalData",FALSE
"1241","denseFLMM","FunctionalData",FALSE
"1242","fda","FunctionalData",TRUE
"1243","fda.usc","FunctionalData",TRUE
"1244","fdadensity","FunctionalData",FALSE
"1245","fdakma","FunctionalData",FALSE
"1246","fdapace","FunctionalData",TRUE
"1247","fdaPDE","FunctionalData",FALSE
"1248","fdasrvf","FunctionalData",TRUE
"1249","fdatest","FunctionalData",FALSE
"1250","FDboost","FunctionalData",TRUE
"1251","fdcov","FunctionalData",FALSE
"1252","fds","FunctionalData",TRUE
"1253","flars","FunctionalData",FALSE
"1254","fpca","FunctionalData",FALSE
"1255","freqdom","FunctionalData",FALSE
"1256","freqdom.fda","FunctionalData",FALSE
"1257","ftsa","FunctionalData",TRUE
"1258","ftsspec","FunctionalData",FALSE
"1259","funData","FunctionalData",FALSE
"1260","funFEM","FunctionalData",FALSE
"1261","funHDDC","FunctionalData",FALSE
"1262","funLBM","FunctionalData",FALSE
"1263","geofd","FunctionalData",FALSE
"1264","GPFDA","FunctionalData",FALSE
"1265","growfunctions","FunctionalData",FALSE
"1266","pcdpca","FunctionalData",FALSE
"1267","rainbow","FunctionalData",FALSE
"1268","refund","FunctionalData",TRUE
"1269","refund.shiny","FunctionalData",FALSE
"1270","RFgroove","FunctionalData",FALSE
"1271","roahd","FunctionalData",FALSE
"1272","SCBmeanfd","FunctionalData",FALSE
"1273","sparseFLMM","FunctionalData",FALSE
"1274","splinetree","FunctionalData",FALSE
"1275","switchnpreg","FunctionalData",FALSE
"1276","warpMix","FunctionalData",FALSE
"1277","adegenet","Genetics",FALSE
"1278","ape","Genetics",FALSE
"1279","Biodem","Genetics",FALSE
"1280","bqtl","Genetics",FALSE
"1281","dlmap","Genetics",FALSE
"1282","gap","Genetics",TRUE
"1283","genetics","Genetics",TRUE
"1284","hapassoc","Genetics",FALSE
"1285","haplo.stats","Genetics",TRUE
"1286","HardyWeinberg","Genetics",FALSE
"1287","hierfstat","Genetics",FALSE
"1288","hwde","Genetics",FALSE
"1289","ibdreg","Genetics",FALSE
"1290","LDheatmap","Genetics",FALSE
"1291","ouch","Genetics",FALSE
"1292","pbatR","Genetics",FALSE
"1293","phangorn","Genetics",FALSE
"1294","qtl","Genetics",FALSE
"1295","rmetasim","Genetics",FALSE
"1296","seqinr","Genetics",FALSE
"1297","snp.plotter","Genetics",FALSE
"1298","SNPmaxsel","Genetics",FALSE
"1299","stepwise","Genetics",FALSE
"1300","tdthap","Genetics",FALSE
"1301","untb","Genetics",FALSE
"1302","wgaim","Genetics",FALSE
"1303","ade4","Graphics",FALSE
"1304","animation","Graphics",FALSE
"1305","ape","Graphics",FALSE
"1306","aplpack","Graphics",FALSE
"1307","ash","Graphics",FALSE
"1308","biclust","Graphics",FALSE
"1309","Cairo","Graphics",FALSE
"1310","cairoDevice","Graphics",FALSE
"1311","cba","Graphics",FALSE
"1312","colorspace","Graphics",FALSE
"1313","diagram","Graphics",FALSE
"1314","dichromat","Graphics",FALSE
"1315","gclus","Graphics",FALSE
"1316","ggplot2","Graphics",TRUE
"1317","gplots","Graphics",FALSE
"1318","gridBase","Graphics",FALSE
"1319","hexbin","Graphics",FALSE
"1320","IDPmisc","Graphics",FALSE
"1321","igraph","Graphics",FALSE
"1322","iplots","Graphics",FALSE
"1323","JavaGD","Graphics",FALSE
"1324","klaR","Graphics",FALSE
"1325","lattice","Graphics",TRUE
"1326","latticeExtra","Graphics",FALSE
"1327","misc3d","Graphics",FALSE
"1328","onion","Graphics",FALSE
"1329","plotrix","Graphics",TRUE
"1330","RColorBrewer","Graphics",TRUE
"1331","rggobi","Graphics",FALSE
"1332","rgl","Graphics",TRUE
"1333","RGraphics","Graphics",FALSE
"1334","RGtk2","Graphics",FALSE
"1335","RSvgDevice","Graphics",FALSE
"1336","RSVGTipsDevice","Graphics",FALSE
"1337","scagnostics","Graphics",FALSE
"1338","scatterplot3d","Graphics",FALSE
"1339","seriation","Graphics",FALSE
"1340","tkrplot","Graphics",FALSE
"1341","vcd","Graphics",TRUE
"1342","vioplot","Graphics",FALSE
"1343","xgobi","Graphics",FALSE
"1344","aprof","HighPerformanceComputing",FALSE
"1345","batch","HighPerformanceComputing",FALSE
"1346","BatchExperiments","HighPerformanceComputing",FALSE
"1347","BatchJobs","HighPerformanceComputing",FALSE
"1348","batchtools","HighPerformanceComputing",FALSE
"1349","bcp","HighPerformanceComputing",FALSE
"1350","BDgraph","HighPerformanceComputing",FALSE
"1351","biglars","HighPerformanceComputing",FALSE
"1352","biglm","HighPerformanceComputing",FALSE
"1353","bigmemory","HighPerformanceComputing",FALSE
"1354","bigstatsr","HighPerformanceComputing",FALSE
"1355","bnlearn","HighPerformanceComputing",FALSE
"1356","caret","HighPerformanceComputing",FALSE
"1357","clustermq","HighPerformanceComputing",FALSE
"1358","data.table","HighPerformanceComputing",FALSE
"1359","dclone","HighPerformanceComputing",FALSE
"1360","doFuture","HighPerformanceComputing",FALSE
"1361","doMC","HighPerformanceComputing",FALSE
"1362","doMPI","HighPerformanceComputing",FALSE
"1363","doRedis","HighPerformanceComputing",FALSE
"1364","doRNG","HighPerformanceComputing",FALSE
"1365","doSNOW","HighPerformanceComputing",FALSE
"1366","dqrng","HighPerformanceComputing",FALSE
"1367","drake","HighPerformanceComputing",FALSE
"1368","ff","HighPerformanceComputing",FALSE
"1369","ffbase","HighPerformanceComputing",FALSE
"1370","flowr","HighPerformanceComputing",FALSE
"1371","foreach","HighPerformanceComputing",FALSE
"1372","future","HighPerformanceComputing",FALSE
"1373","future.BatchJobs","HighPerformanceComputing",FALSE
"1374","GAMBoost","HighPerformanceComputing",FALSE
"1375","gcbd","HighPerformanceComputing",FALSE
"1376","gpuR","HighPerformanceComputing",FALSE
"1377","GUIProfiler","HighPerformanceComputing",FALSE
"1378","h2o","HighPerformanceComputing",FALSE
"1379","HadoopStreaming","HighPerformanceComputing",FALSE
"1380","HistogramTools","HighPerformanceComputing",FALSE
"1381","inline","HighPerformanceComputing",FALSE
"1382","keras","HighPerformanceComputing",FALSE
"1383","LaF","HighPerformanceComputing",FALSE
"1384","latentnet","HighPerformanceComputing",FALSE
"1385","lga","HighPerformanceComputing",FALSE
"1386","Matching","HighPerformanceComputing",FALSE
"1387","MonetDB.R","HighPerformanceComputing",FALSE
"1388","mvnfast","HighPerformanceComputing",FALSE
"1389","nws","HighPerformanceComputing",FALSE
"1390","OpenCL","HighPerformanceComputing",FALSE
"1391","orloca","HighPerformanceComputing",FALSE
"1392","parSim","HighPerformanceComputing",FALSE
"1393","partDSA","HighPerformanceComputing",FALSE
"1394","pbapply","HighPerformanceComputing",FALSE
"1395","pbdBASE","HighPerformanceComputing",FALSE
"1396","pbdDEMO","HighPerformanceComputing",FALSE
